CLIENT_ID,AGE,MAN,INCOME,IP_FLAG,SME_FLAG,REFUGEE_FLAG,PDN,paid_off_count,active_count,active_sum,max_term,credits_delay_count,cards_count,cards_delay_count,MATRIAL_Вдовец / Вдова,MATRIAL_Гражданский брак,MATRIAL_Женат / замужем,MATRIAL_Не женат / не замужем,MATRIAL_Неизвестно,MATRIAL_Разведен / Разведена,TERM,ORIG_AMOUNT,CURR_RATE_NVAL,delay,CT_501,CT_503,CT_506,CT_704,CT_705,CT_707,CT_708,CT_709,PC_GP Cross-Sale,PC_GP Direct,PC_GP External Refinance,PC_GP Refinance,PC_GP Top-Up,PC_Promo Beneficial Installment Loan,PC_Promo Rate Installment Loan,PC_Standard Installment Loan
4746,45,1,97000,0,0,0,60.2,1,1,361861.76,60,0,0,0,0,0,0,0,1,0,60,361861.76,6.5,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
4754,27,0,150000,0,0,0,53.7,0,2,496600.53,36,0,0,0,0,0,0,0,1,0,36,263999.94,15.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
4754,27,0,150000,0,0,0,53.7,0,2,496600.53,36,0,0,0,0,0,0,0,1,0,36,232600.59,6.5,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
4758,31,1,192000,0,0,0,40.1,0,2,497181.15,60,0,1,0,0,0,0,0,1,0,48,150000.0,15.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
4758,31,1,192000,0,0,0,40.1,0,2,497181.15,60,0,1,0,0,0,0,0,1,0,60,347181.15,15.7,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
4775,32,1,35000,0,0,0,61.3,0,1,109291.0,59,0,0,0,0,0,0,0,0,1,59,109291.0,21.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
5007,29,1,150000,0,0,0,60.9,0,2,1122000.0,60,0,1,1,0,0,0,0,1,0,60,422000.0,21.3,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
5007,29,1,150000,0,0,0,60.9,0,2,1122000.0,60,0,1,1,0,0,0,0,1,0,60,700000.0,13.3,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
5108,33,1,35000,0,0,0,88.1,1,0,0.0,39,0,0,0,0,0,0,0,1,0,39,123000.0,22.5,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
5189,47,1,45000,0,0,0,80.1,0,1,86999.0,36,0,0,0,0,0,1,0,0,0,36,86999.0,14.1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5190,29,1,60000,0,0,0,56.3,0,1,337480.0,36,0,0,0,0,0,0,1,0,0,36,337480.0,22.5,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
5233,33,1,65000,0,0,0,65.9,0,1,1499999.62,60,0,0,0,0,0,0,0,1,0,60,1499999.62,18.0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
5236,39,0,100000,0,0,0,47.0,0,1,409224.0,60,0,1,0,0,0,0,0,1,0,60,409224.0,15.3,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
5253,23,1,138000,0,0,0,934.2,0,1,43997.0,36,0,0,0,0,0,0,0,1,0,36,43997.0,18.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5262,52,0,40000,0,0,0,33.9,0,1,38505.45,12,0,0,0,0,0,1,0,0,0,12,38505.45,15.68,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5270,50,1,80000,0,0,0,64.4,0,1,125366.0,24,0,1,0,0,0,0,0,1,0,24,125366.0,5.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5294,47,1,60000,0,0,0,12.9,0,1,50426.0,6,0,0,0,0,0,0,1,0,0,6,50426.0,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5341,45,1,50000,0,0,0,39.6,0,1,29898.0,36,0,0,0,0,0,0,0,0,1,36,29898.0,14.1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5421,39,0,110000,0,0,0,66.6,0,1,999999.36,60,0,0,0,0,0,0,0,1,0,60,999999.36,21.5,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
5424,61,1,30000,0,0,0,74.7,0,1,200000.0,60,0,0,0,0,0,0,1,0,0,60,200000.0,21.5,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
5443,32,0,55000,0,0,0,27.1,0,1,78549.0,18,0,0,0,0,0,1,0,0,0,18,78549.0,28.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5515,29,1,50000,0,0,0,114.7,0,1,189227.52,24,0,0,0,0,0,0,0,1,0,24,189227.52,15.2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
5574,46,1,100000,0,0,0,53.7,0,1,818790.0,60,0,0,0,0,0,0,0,1,0,60,818790.0,15.3,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
5632,76,1,55000,0,0,0,86.1,1,1,136458.0,24,1,0,0,1,0,0,0,0,0,24,136458.0,18.17,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5632,76,1,55000,0,0,0,86.1,1,1,136458.0,24,1,0,0,1,0,0,0,0,0,18,119023.0,18.17,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5686,30,1,45000,0,0,0,19.4,1,0,0.0,12,0,0,0,0,0,1,0,0,0,12,27999.0,14.1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5701,53,0,90000,0,0,0,54.1,0,1,126464.0,36,0,0,0,0,0,0,0,1,0,36,126464.0,6.5,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
5737,43,1,75000,0,0,0,69.8,0,1,699590.37,60,0,0,0,0,0,0,1,0,0,60,699590.37,15.7,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
5786,35,0,70000,0,0,0,108.2,0,1,299998.38,36,0,0,0,0,0,0,0,0,1,36,299998.38,12.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
5791,49,0,25000,0,0,0,18.7,0,1,55802.6,12,0,0,0,0,0,0,1,0,0,12,55802.6,5.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5815,34,1,65000,0,0,0,59.3,0,1,420000.0,60,0,0,0,0,0,0,0,1,0,60,420000.0,14.8,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
5841,40,1,100000,0,0,0,40.3,0,1,1408000.0,48,0,0,0,0,0,1,0,0,0,48,1408000.0,14.5,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
5967,26,1,35000,0,0,0,22.2,1,0,0.0,10,0,0,0,0,0,0,1,0,0,10,35726.0,18.79,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6560,24,0,22700,0,0,0,8.0,0,1,77148.0,36,0,0,0,0,0,0,1,0,0,36,77148.0,18.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6564,23,0,50000,0,0,0,56.4,0,1,62397.0,24,0,0,0,0,0,0,1,0,0,24,62397.0,14.9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6570,23,0,40000,0,0,0,14.4,0,1,78425.03,24,0,0,0,0,0,0,1,0,0,24,78425.03,18.17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6586,63,1,75000,0,0,0,23.2,0,2,283674.8,59,0,0,0,1,0,0,0,0,0,59,199999.8,13.5,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
6586,63,1,75000,0,0,0,23.2,0,2,283674.8,59,0,0,0,1,0,0,0,0,0,24,83675.0,4.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6603,22,0,40000,0,0,0,30.1,0,1,72248.0,24,0,0,0,0,0,0,1,0,0,24,72248.0,10.11,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
